,cellName,cellMarker
3128,SLC16A7+ cell,C19orf66
3129,Ciliated cell,C1orf189
3130,Ciliated cell,C1orf192
3131,Ciliated cell,C1orf194
3132,SLC16A7+ cell,C1orf228
3133,Ciliated cell,C20orf26
3134,SLC16A7+ cell,C21orf2
3135,Ciliated cell,C21orf59
3136,SLC16A7+ cell,C22orf29
3137,Ciliated cell,C2orf40
3138,SLC16A7+ cell,C2orf91
3139,SLC16A7+ cell,C4orf29
3140,SLC16A7+ cell,C5orf28
3141,SLC16A7+ cell,C5orf42
3142,SLC16A7+ cell,C5orf45
3143,SLC16A7+ cell,C5orf55
3144,SLC16A7+ cell,C7orf55
3145,SLC16A7+ cell,C7orf63
3146,SLC16A7+ cell,C7orf65
3147,SLC16A7+ cell,C8orf31
3148,Ciliated cell,C9orf116
3149,SLC16A7+ cell,C9orf117
3150,Ciliated cell,C9orf135
3151,SLC16A7+ cell,C9orf139
3152,Ciliated cell,C9orf171
3153,SLC16A7+ cell,C9orf3
3154,Ciliated cell,C9orf9
3155,SLC16A7+ cell,CAPN10-AS1
3156,SLC16A7+ cell,CARKD
3157,Ciliated cell,CARS
3158,Ciliated cell,CASC1
3159,Ciliated cell,CCDC104
3160,Ciliated cell,CCDC11
3161,SLC16A7+ cell,CCDC114
3162,Ionocyte cell,CCDC132
3163,Ciliated cell,CCDC176
3164,SLC16A7+ cell,CCDC37
3165,Ciliated cell,CCDC42B
3166,SLC16A7+ cell,CCDC84
3167,SLC16A7+ cell,CD3EAP
3168,SLC16A7+ cell,CRIPAK
3169,Ciliated cell,CTGF
3170,SLC16A7+ cell,CXorf21
3171,SLC16A7+ cell,CXorf30
3172,SLC16A7+ cell,CXorf36
3173,SLC16A7+ cell,DAK
3174,Ionocyte cell,DARS
3175,SLC16A7+ cell,DCDC5
3176,SLC16A7+ cell,DDX26B
3177,SLC16A7+ cell,DMBT1P1
3178,SLC16A7+ cell,DOPEY1
3179,SLC16A7+ cell,EMR4P
3180,Ionocyte cell,FAM127B
3181,SLC16A7+ cell,FAM153C
3182,Ciliated cell,FAM154B
3183,SLC16A7+ cell,FAM160A2
3184,SLC16A7+ cell,FAM179A
3185,Ionocyte cell,FAM195A
3186,SLC16A7+ cell,FAM208B
3187,SLC16A7+ cell,FAM212B
3188,SLC16A7+ cell,FAM63B
3189,SLC16A7+ cell,FAM71F2
3190,SLC16A7+ cell,FAM73A
3191,Ciliated cell,FAM92B
3192,SLC16A7+ cell,FGFR1OP
3193,SLC16A7+ cell,FLJ30403
3194,SLC16A7+ cell,FLJ31104
3195,SLC16A7+ cell,FLJ42102
3196,SLC16A7+ cell,FLJ45079
3197,Ionocyte cell,FOPNL
3198,Basal cell,FYB
3199,Ionocyte cell,GAREM
3200,Ionocyte cell,GBAS
3201,Ionocyte cell,GPR116
3202,Ciliated cell,GRAMD2
3203,Ionocyte cell,H1F0
3204,SLC16A7+ cell,H1FX-AS1
3205,Ciliated cell,H2AFJ
3206,Ionocyte cell,H3F3B
3207,Ciliated cell,HEATR2
3208,SLC16A7+ cell,HIATL2
3209,Ciliated cell,HIST1H1C
3210,Ciliated cell,HIST1H2BD
3211,Ciliated cell,HIST2H2AA3
3212,Ciliated cell,HIST2H2AA4
3213,SLC16A7+ cell,HKR1
3214,Ciliated cell,HN1L
3215,SLC16A7+ cell,HNRNPU-AS1
3216,Ciliated cell,HRASLS2
3217,SLC16A7+ cell,ILF3-AS1
3218,SLC16A7+ cell,ISPD
3219,FOXN4+ cell,KDELC2
3220,SLC16A7+ cell,KIAA0101
3221,SLC16A7+ cell,KIAA0226
3222,SLC16A7+ cell,KIAA0907
3223,SLC16A7+ cell,KIAA1033
3224,SLC16A7+ cell,KIAA1244
3225,SLC16A7+ cell,KIAA1377
3226,SLC16A7+ cell,KIAA1429
3227,SLC16A7+ cell,KIAA1456
3228,Ionocyte cell,KIAA1598
3229,SLC16A7+ cell,KIAA1715
3230,SLC16A7+ cell,KIAA1751
3231,SLC16A7+ cell,KIAA1919
3232,SLC16A7+ cell,LARS
3233,Ionocyte cell,LDOC1L
3234,SLC16A7+ cell,LEPREL4
3235,SLC16A7+ cell,LIMS3L
3236,Ciliated cell,LINC00094
3237,SLC16A7+ cell,LINC00476
3238,SLC16A7+ cell,LINC00483
3239,Brush cell (Tuft cell),LOC101927318
3240,Ciliated cell,LOC158960
3241,Ciliated cell,LOC644172
3242,Brush cell (Tuft cell),LOC644961
3243,Ciliated cell,LOC645638
3244,Brush cell (Tuft cell),LRMP
3245,Ciliated cell,LRRC6
3246,SLC16A7+ cell,MAN1B1-AS1
3247,SLC16A7+ cell,MINOS1P1
3248,SLC16A7+ cell,MLLT4
3249,SLC16A7+ cell,MLLT4-AS1
3250,Ciliated cell,MTSS1L
3251,SLC16A7+ cell,NUP50-AS1
3252,SLC16A7+ cell,OSER1-AS1
3253,SLC16A7+ cell,PALM2
3254,Ionocyte cell,PALM2-AKAP2
3255,SLC16A7+ cell,PAPL
3256,SLC16A7+ cell,PARK2
3257,SLC16A7+ cell,PDDC1
3258,Ionocyte cell,PHB
3259,Ciliated cell,PIH1D3
3260,Ciliated cell,PLA2G16
3261,SLC16A7+ cell,PNMAL1
3262,SLC16A7+ cell,PQLC2
3263,FOXN4+ cell,PTPLAD1
3264,Ciliated cell,PTPLAD2
3265,Basal cell,PVRL1
3266,SLC16A7+ cell,PYCRL
3267,Secretory cell,RARRES3
3268,SLC16A7+ cell,RNASEH1-AS1
3269,SLC16A7+ cell,RNF139-AS1
3270,SLC16A7+ cell,RRP7B
3271,Ciliated cell,RTDR1
3272,Secretory cell,SELM
3273,SLC16A7+ cell,SGK494
3274,SLC16A7+ cell,SGOL1
3275,SLC16A7+ cell,SLC35E2
3276,SLC16A7+ cell,SMA5
3277,SLC16A7+ cell,SPG20
3278,Ionocyte cell,SSFA2
3279,SLC16A7+ cell,TCEB1
3280,SLC16A7+ cell,TCTEX1D1
3281,Ciliated cell,TCTEX1D2
3282,Ciliated cell,TCTEX1D4
3283,SLC16A7+ cell,TLDC1
3284,Ciliated cell,TM4SF19-TCTEX1D2
3285,Ionocyte cell,TSSC1
3286,SLC16A7+ cell,TTC18
3287,Ciliated cell,TTC25
3288,SLC16A7+ cell,TTC40
3289,Basal cell,UPK3BL
3290,SLC16A7+ cell,VNN3
3291,Ciliated cell,WBSCR27
3292,Ciliated cell,WDR16
3293,SLC16A7+ cell,WDR52
3294,Ciliated cell,WDR66
3295,Ciliated cell,WDR78
3296,SLC16A7+ cell,WDR92
3297,FOXN4+ cell,WHSC1
3298,Ciliated cell,WRB
3299,Pro-B cells,IgD
3300,Pro-B cells,PAX5
3301,Pro-B cells,DNTT
3302,Pro-B cells,C10orf10
3303,Pro-B cells,VPREB1
3304,Pro-B cells,ARPP21
3305,Pro-B cells,IGLL1
3306,Pro-B cells,IGLL5
3307,Pro-B cells,VPREB3
3308,Pre-B cells,PCDH9
3309,Pre-B cells,ACSM3
3310,Pre-B cells,CCDC191
3311,Naive B cells,CD20
3312,Naive B cells,FKBP11
3313,Naive B cells,PRDX4
3314,Naive B cells,CD138
3315,Naive CD4+ T cell,CD8
3316,Naive CD4+ T cell,CD3Z
3317,Naive CD4+ T cell,CD45RA
3318,Naive CD4+ T cell,CD62L
3319,Naive CD4+ T cell,CD127
3320,Naive CD4+ T cell,CD45
3321,Naive CD4+ T cell,CD11b
3322,Naive CD4+ T cell,CD30
3323,Naive CD4+ T cell,CTLA4
3324,Naive CD4+ T cell,GNLY
3325,Naive CD4+ T cell,Trac
3326,Naive CD4+ T cell,Ltb
3327,Naive CD4+ T cell,Cd52
3328,Naive CD4+ T cell,Trbc2
3329,Naive CD4+ T cell,Shisa5
3330,Naive CD4+ T cell,Lck
3331,Naive CD4+ T cell,Thy1
3332,Naive CD4+ T cell,Dapl1
3333,Memory CD8+ T cells,CD25
3334,Memory CD8+ T cells,CD45RO
3335,γδ-T cells,TRDV2
3336,γδ-T cells,TRGV9
3337,γδ-T cells,TRGC1
3338,Platelet,CD41
3339,Platelet,CD42b
3340,Platelet,CD61
3341,Platelet,CD31
3342,Platelet,PPBP
3343,Platelet,GNG11
3344,Platelet,SDPR
3345,Platelet,CLU
3346,Platelet,CD110
3347,CD8+ NKT-like cells,CD56
3348,CD8+ NKT-like cells,CD16
3349,CD8+ NKT-like cells,CD94
3350,CD8+ NKT-like cells,NKp46
3351,CD8+ NKT-like cells,CD161
3352,CD8+ NKT-like cells,CD314
3353,CD8+ NKT-like cells,NKG7
3354,CD8+ NKT-like cells,CD122
3355,CD8+ NKT-like cells,NKG2D
3356,CD8+ NKT-like cells,GZMA
3357,CD8+ NKT-like cells,GZMM
3358,CD8+ NKT-like cells,COX6A2
3359,CD8+ NKT-like cells,ZMAT4
3360,CD8+ NKT-like cells,KIR2DL4
3361,Eosinophil,CD193
3362,Eosinophil,CD123
3363,Eosinophil,CD125
3364,Eosinophil,CD15
3365,Eosinophil,SIGLEC8
3366,Eosinophil,CLC
3367,Eosinophil,GATA1
3368,Eosinophil,CEBPE
3369,Eosinophil,SEMG1
3370,Eosinophil,ALOX15
3371,Eosinophil,CCL23
3372,Eosinophil,PRSS41
3373,Eosinophil,PRSS33
3374,Eosinophil,THBS4
3375,Neutrophil,CD66b
3376,Neutrophil,ELANE
3377,Neutrophil,PRTN3
3378,Neutrophil,AZU1
3379,Neutrophil,CHI3L1
3380,Neutrophil,ANXA3
3381,Neutrophil,TGM3
3382,Neutrophil,BTNL3
3383,Neutrophil,C4BPA
3384,Neutrophil,BPI
3385,Neutrophil,LTF
3386,Neutrophil,GCA
3387,Neutrophil,Camp
3388,Neutrophil,Ngp
3389,Neutrophil,Chil3
3390,Neutrophil,Ltf
3391,Basophil,CD203c
3392,Basophil,MS4A3
3393,Basophil,TCN1
3394,Basophil,CPA3
3395,Basophil,HDC
3396,Basophil,GATA2
3397,Basophil,IL4
3398,Basophil,GCSAML
3399,Basophil,TPSAB1
3400,Mast cells,CD117
3401,Mast cells,SLC18A2
3402,Mast cells,CD32
3403,Mast cells,TPSD1
3404,Mast cells,HPGDS
3405,Classical Monocytes,HLA-DR
3406,Classical Monocytes,CD11c
3407,Classical Monocytes,CST3
3408,Classical Monocytes,Elane1
3409,Macrophage,FCER1G
3410,Macrophage,C1QC
3417,Megakaryocyte,CD41a
3418,Megakaryocyte,CD42a
3419,Endothelial cell,VCAM1
3420,Endothelial cell,ENG
3421,Endothelial cell,FLT4
3422,Erythroid-like and erythroid precursor cells,CD235a
3423,Erythroid-like and erythroid precursor cells,HBD
3424,Erythroid-like and erythroid precursor cells,CA1
3425,HSC/MPP cells,CD105
3426,HSC/MPP cells,CD73
3427,HSC/MPP cells,CD29
3428,HSC/MPP cells,STRO-1
3429,HSC/MPP cells,CD133
3430,HSC/MPP cells,CD166
3431,HSC/MPP cells,CD146
3432,HSC/MPP cells,Nestin
3433,HSC/MPP cells,4-Oct
3434,HSC/MPP cells,AVP
3435,HSC/MPP cells,CRHBP
3436,HSC/MPP cells,CD49
3437,HSC/MPP cells,CD90
3438,HSC/MPP cells,Keratin-19
3439,HSC/MPP cells,ASPM
3440,HSC/MPP cells,CD10
3441,HSC/MPP cells,CD135
3442,HSC/MPP cells,CD49f
3443,HSC/MPP cells,EpCAM
3444,HSC/MPP cells,Keratin-7
3445,HSC/MPP cells,SCA-1
3446,HSC/MPP cells,CD150
3447,HSC/MPP cells,CD271
3448,Myeloid Dendritic cells,GPR31
3449,Myeloid Dendritic cells,ODF3L1
3450,Myeloid Dendritic cells,PRB2
3451,Myeloid Dendritic cells,CD207
3452,Myeloid Dendritic cells,ARSE
3453,Myeloid Dendritic cells,CLEC141
3454,Myeloid Dendritic cells,MRC
3455,Myeloid Dendritic cells,EBLN1
3456,Myeloid Dendritic cells,CRIP3
3457,Plasmacytoid dendritic cell,ASIP
3458,Plasmacytoid dendritic cell,NTM
3459,Plasmacytoid dendritic cell,SCT
3460,Plasmacytoid dendritic cell,SHD
3461,Plasmacytoid dendritic cell,KCNA5
3462,Plasmacytoid dendritic cell,SCARA5
3463,Plasmacytoid dendritic cell,EPHA2
3464,Plasmacytoid dendritic cell,MYMX
3465,Granulocyte,Fc-epsilon RI-alpha
3466,Granulocyte,CD13
3467,Granulocyte,CD116
3468,Granulocyte,CD43
3469,Granulocyte,CTSG
3470,ISG expressing immune cells,IFIT1
3471,ISG expressing immune cells,IFIT5
3472,ISG expressing immune cells,CCL3
3473,ISG expressing immune cells,CCL4
3474,ISG expressing immune cells,CCL3L3
3475,ISG expressing immune cells,OASL
3476,ISG expressing immune cells,IFI15
3477,ISG expressing immune cells,ISG20
3478,Airway epithelial cells,AQP1
3479,Airway epithelial cells,SEC14L3
3480,Airway goblet cells,AGR2
3481,Airway goblet cells,AQP5
3482,Airway goblet cells,CEACAM1
3483,Airway goblet cells,DMBT1
3484,Airway goblet cells,DUSP4
3485,Airway goblet cells,GALNT5
3486,Airway goblet cells,GOLPH3
3487,Airway goblet cells,IL19
3488,Airway goblet cells,LIPF
3489,Airway goblet cells,LYNX1
3490,Airway goblet cells,MSLN
3491,Airway goblet cells,MUC4
3492,Airway goblet cells,TFF2
3493,Mesothelial cells,C2
3494,Mesothelial cells,CALB2
3495,Mesothelial cells,EFEMP1
3496,Mesothelial cells,GSTA3
3497,Mesothelial cells,KRT72
3498,Mesothelial cells,LRRN4
3499,Mesothelial cells,ME1
3500,Mesothelial cells,ME2
3501,Mesothelial cells,OSR1
3502,Mesothelial cells,RSPO1
3503,Mesothelial cells,UPK3B
3504,Mesothelial cells,WT1
3505,Fibroblast,COL3A1
3506,Fibroblast,COL5A2
3507,Fibroblast,DPT
3508,Fibroblast,GSN
3509,Fibroblast,TCF21
3510,Basal cell,ABI3BP
3511,Basal cell,GSTM2
3512,Basal cell,HPGD
3513,Basal cell,RPS18
3514,Alveolar macrophages,ABCG1
3515,Alveolar macrophages,G0S2
3516,Alveolar macrophages,GAL
3517,Alveolar macrophages,GDA
3518,Alveolar macrophages,GNGT2
3519,Alveolar macrophages,IL18
3520,Alveolar macrophages,KLHDC4
3521,Alveolar macrophages,MCEMP1
3522,Alveolar macrophages,OLR1
3523,Alveolar macrophages,PLET1
3524,Alveolar macrophages,TNFAIP2
3525,Alveolar macrophages,TRIM25
3526,Ciliated cell,APPL2
3527,Ciliated cell,ATP5MD
3528,Ciliated cell,CCDC153
3529,Ciliated cell,CCDC17
3530,Ciliated cell,CCDC39
3531,Ciliated cell,CYP2S1
3532,Ciliated cell,STK11
3533,Clara cell,AHR
3534,Clara cell,BPIFA1
3535,Clara cell,CTSE
3536,Clara cell,FOXM1
3537,Clara cell,SCGB3A2
3538,Clara cell,SFTPA1
3539,Clara cell,SFTPD
3540,Clara cell,SYT2
3541,Immune system cells,ARG1
3542,Immune system cells,BIRC5
3543,Immune system cells,CCL17
3544,Immune system cells,CDCA3
3545,Immune system cells,CR2
3546,Immune system cells,EAF2
3547,Immune system cells,FCER2
3548,Immune system cells,GIMAP3P
3549,Immune system cells,HMMR
3550,Immune system cells,IGHM
3551,Immune system cells,MS4A14
3552,Immune system cells,NUSAP1
3553,Immune system cells,PRG2
3554,Immune system cells,TNFRSF17
3555,Endothelial cell,EGFL7
3556,Endothelial cell,ESAM
3557,Pulmonary alveolar type I cells,AKAP5
3558,Pulmonary alveolar type I cells,CLIC5
3559,Pulmonary alveolar type I cells,COL4A3
3560,Pulmonary alveolar type I cells,COL4A4
3561,Pulmonary alveolar type I cells,CRLF1
3562,Pulmonary alveolar type I cells,EGFL6
3563,Pulmonary alveolar type I cells,EMP2
3564,Pulmonary alveolar type I cells,FSTL3
3565,Pulmonary alveolar type I cells,GPRC5A
3566,Pulmonary alveolar type I cells,HOPX
3567,Pulmonary alveolar type I cells,MEX3B
3568,Pulmonary alveolar type I cells,MMP11
3569,Pulmonary alveolar type I cells,PXDC1
3570,Pulmonary alveolar type I cells,RTKN2
3571,Pulmonary alveolar type I cells,SCNN1A
3572,Pulmonary alveolar type I cells,SCNN1G
3573,Pulmonary alveolar type I cells,SEMA3B
3574,Pulmonary alveolar type I cells,SMARCA1
3575,Pulmonary alveolar type I cells,VEGFA
3576,Pulmonary alveolar type II cells,CEBPA
3577,Pulmonary alveolar type II cells,CTNND1
3578,Pulmonary alveolar type II cells,ETV5
3579,Pulmonary alveolar type II cells,INMT
3580,Pulmonary alveolar type II cells,IRX1
3581,Pulmonary alveolar type II cells,LAMP3
3582,Pulmonary alveolar type II cells,LRG1
3583,Pulmonary alveolar type II cells,NKX2-1
3584,Pulmonary alveolar type II cells,NRN1
3585,Pulmonary alveolar type II cells,RUNX3
3586,Pulmonary alveolar type II cells,S100G
3587,Pulmonary alveolar type II cells,SFTA2
3588,Pulmonary alveolar type II cells,SOAT1
3589,Airway goblet cells,MUC20
3590,B cell,CD70
3591,B cell,TNFSF4
3592,B cell,TNFRSF13B
3593,B cell,TNFRSF13C
3594,B cell,PDCD1
3595,B cell,IGHD
3596,B cell,RASGRP3
3597,B cell,FLI1
3598,B cell,SEMA6D
3599,B cell,B3GAT1
3600,B cell,MUM1
3601,B cell,FCMR
3602,B cell,BANK1
3603,B cell,EDEM1
3604,B cell,POU2AF1
3605,B cell,CRELD2
3606,B cell,RALGPS2
3607,B cell,POLD4
3608,B cell,HVCN1
3609,B cell,FCRLA
3610,B cell,EDEM2
3611,B cell,TXNDC11
3612,B cell,SPCS3
3613,B cell,BIRC3
3614,B cell,IGLC2
3615,B cell,IGLC1
3616,B cell,IL21R
3617,B cell,KLHL6
3618,B cell,FAM129C
3619,B cell,MSH5
3620,B cell,BACH2
3621,B cell,PXK
3622,B cell,IGHG1
3623,B cell,IGHG4
3624,B cell,EBF1
3625,B cell,CD55
3626,B cell,TLR9
3627,B cells memory,NT5E
3628,B cells memory,AIM2
3629,B cells memory,BLK
3630,B cells memory,CD180
3631,B cells memory,CD37
3632,B cells memory,CLCA3P
3633,B cells memory,CXCR5
3634,B cells memory,FCRL2
3635,B cells memory,FRK
3636,B cells memory,GPR18
3637,B cells memory,GUSBP11
3638,B cells memory,HHEX
3639,B cells memory,IFNA10
3640,B cells memory,IGLL3P
3641,B cells memory,IL7
3642,B cells memory,LY86
3643,B cells memory,MBL2
3644,B cells memory,NMBR
3645,B cells memory,NPIPB15
3646,B cells memory,P2RX5
3647,B cells memory,PNOC
3648,B cells memory,RASGRP2
3649,B cells memory,SIK1
3650,B cells memory,SLC12A1
3651,B cells memory,SP140
3652,B cells memory,ZBTB32
3653,B cells naive,ABCB4
3654,B cells naive,BCL7A
3655,B cells naive,BEND5
3656,B cells naive,BRAF
3657,B cells naive,MEP1A
3658,B cells naive,PSG2
3659,B cells naive,UGT1A8
3660,B cells naive,ZNF286A
3661,B cells naive,TNFSF8
3662,B cells naive,MITF
3663,B cells naive,LINC00926
3664,B cells naive,STAG3
3665,Basophil,LTC4S
3666,Basophil,ITGB7
3667,Basophil,HTR1B
3668,Basophil,DNASE2B
3669,Basophil,FADS2
3670,Basophil,GPC4
3671,Basophil,GRM6
3672,Basophil,ADORA2B
3673,Basophil,AQP9
3674,Basophil,BACE1
3675,Basophil,BMP4
3676,Basophil,CABLES1
3677,Basophil,FADS1
3678,Basophil,FAR2
3679,Basophil,FBXO9
3680,Basophil,GABBR1
3681,Basophil,HGF
3682,Basophil,HIST1H1D
3683,Basophil,HIST1H2AC
3684,Basophil,JAZF1
3685,Basophil,L1CAM
3686,Basophil,MBOAT1
3687,Basophil,NFIL3
3688,Basophil,OSBPL5
3689,Basophil,OTUB2
3690,Basophil,P2RY1
3691,Basophil,PDZD4
3692,Basophil,PERP
3693,Basophil,PIGY
3694,Basophil,PLEKHG5
3695,Basophil,PLG
3696,Basophil,RNF39
3697,Basophil,SLC26A3
3698,Basophil,SNCAIP
3699,Basophil,ST6GALNAC5
3700,Basophil,SUPT3H
3701,Basophil,TULP3
3702,Basophil,TEC
3703,Basophil,UNC93A
3704,Basophil,WRN
3705,Basophil,ID1
3706,Ciliated cell,USMG5
3707,Clara cell,CARM1
3708,Dendritic cell,IL6
3709,Dendritic cell,CD1B
3710,Dendritic cell,TREM2
3711,Dendritic cell,FABP4
3712,Dendritic cell,ETV6
3713,Dendritic cell,VSIG4
3714,Dendritic cell,NR4A3
3715,Dendritic cell,TRAF1
3716,Dendritic cell,RELB
3717,Dendritic cell,CCL22
3718,Dendritic cell,FGD2
3719,Dendritic cell,RAB7B
3720,Dendritic cell,HFE
3721,Dendritic cell,RYR1
3722,Dendritic cell,SEMA4A
3723,Dendritic cell,TLR3
3724,Dendritic cell,GPR132
3725,Dendritic cell,ASS1
3726,Dendritic cell,GPR68
3727,Dendritic cell,KMO
3728,Dendritic cell,P2RY10
3729,Dendritic cell,RAB30
3730,Dendritic cell,6-Sep
3731,Dendritic cell,ZBTB46
3732,Dendritic cell,LY75
3733,Dendritic cell,PDCD1LG2
3734,Dendritic cell,SIRPA
3735,Dendritic cell,C1ORF54
3736,Dendritic cell,H2AFY
3737,Dendritic cell,S100B
3738,Dendritic cell,PPL
3739,Dendritic cell,SLURP1
3740,Dendritic cell,HLA-B
3741,Dendritic cell,HLA-C
3742,Dendritic cell,SERPINB9
3743,Eosinophil,CCR1
3744,Eosinophil,PTGDR2
3745,Eosinophil,PGLYRP1
3746,Eosinophil,EPX
3747,Eosinophil,IL5
3748,Eosinophil,PRG3
3749,Eosinophil,CCL11
3750,Eosinophil,CSF2
3751,Gamma delta T cells,FGFBP2
3752,Gamma delta T cells,PRF1
3753,Gamma delta T cells,KLRF1
3754,Gamma delta T cells,CST7
3755,Gamma delta T cells,CD247
3756,Gamma delta T cells,CD7
3757,Gamma delta T cells,ADGRG1
3758,Gamma delta T cells,TRDC
3759,Gamma delta T cells,HMGB2
3760,Gamma delta T cells,UBE2C
3761,Gamma delta T cells,TUBA1B
3762,Gamma delta T cells,CENPA
3763,Gamma delta T cells,TOP2A
3764,Gamma delta T cells,PCNA
3765,Gamma delta T cells,AURKB
3766,Gamma delta T cells,TROAP
3767,Gamma delta T cells,TUBB
3768,Gamma delta T cells,H2AFX
3769,Gamma delta T cells,CENPF
3770,Gamma delta T cells,CCNB1
3771,Gamma delta T cells,H2AFZ
3772,Gamma delta T cells,TRGV2
3773,Gamma delta T cells,TRGV10
3774,Gamma delta T cells,TRGV11
3775,Gamma delta T cells,TRGV1
3776,Gamma delta T cells,TRGV3
3777,Gamma delta T cells,TRGV4
3778,Gamma delta T cells,TRGV5
3779,Gamma delta T cells,TRGV8
3780,Gamma delta T cells,TRGJ1
3781,Gamma delta T cells,TRGJ2
3782,Gamma delta T cells,TRGJP1
3783,Gamma delta T cells,TRGJP2
3784,Gamma delta T cells,TRGJP
3785,Gamma delta T cells,TRGC2
3786,Gamma delta T cells,TRDD1
3787,Gamma delta T cells,TRDD2
3788,Gamma delta T cells,TRDD3
3789,Gamma delta T cells,TRDJ1
3790,Gamma delta T cells,TRDJ2
3791,Gamma delta T cells,TRDJ3
3792,Gamma delta T cells,TRDJ4
3793,Gamma delta T cells,TRDV1
3794,Gamma delta T cells,TRDV3
3795,Ionocyte cell,SLC9A4
3836,Mast cells,IL17A
3837,Mast cells,CRH
3838,Mast cells,HSD11B1
3839,Mast cells,CD274
3840,Mast cells,MGST2
3841,Mast cells,ACHE
3842,Mast cells,CPA1
3843,Mast cells,CMA1
3844,Mast cells,PTGDS 
3845,Mast cells,CFP
3846,Mast cells,RAB27B
3847,Mast cells,IL1RL1
3848,Mast cells,GNAI1
3849,Mast cells,OSBPL8
3850,Mast cells,ADORA3
3851,Mast cells,HS3ST1
3852,Mast cells,DAPP1
3853,Mast cells,MAOB
3854,Mast cells,CSRNP1
3855,Mast cells,CYP11A1
3856,Mast cells,PLEK
3857,Mast cells,TPSB2
3858,Mast cells,TPH1
3859,Mast cells,RGS13
3860,Mast cells,TPSG1
3861,Mast cells,SOCS1
3862,Mast cells,BTK
3863,Mast cells,EDNRA
3864,Mast cells,HS6ST2
3865,Mast cells,KCNE3
3866,Mast cells,MEIS2
3867,Mast cells,MRGPRX2
3868,Mast cells,PLAU
3869,Mast cells,ADAMTS9
3870,Mast cells,CHST1
3871,Mast cells,COBL
3872,Mast cells,DNM3
3873,Mast cells,FAM198B
3874,Mast cells,GRIK2
3875,Mast cells,HS3ST3A1
3876,Mast cells,PAPSS2
3877,Mast cells,PCBD1
3878,Mast cells,PCP4L1
3879,Mast cells,RNF128
3880,Mast cells,SLC45A3
3881,Mast cells,STARD13
3882,Mast cells,A4GALT
3883,Mast cells,ARMCX3
3884,Mast cells,BBS10
3885,Mast cells,CCDC141
3886,Mast cells,CDC42BPA
3887,Mast cells,CDH9
3888,Mast cells,COPZ2
3889,Mast cells,ZDHHC13
3890,Mast cells,WDR60
3891,Mast cells,UNC13B
3892,Mast cells,TRANK1
3893,Mast cells,TIAM2
3894,Mast cells,TCF7L1
3895,Mast cells,STK32B
3896,Mast cells,ST6GALNAC3
3897,Mast cells,SOCS2
3898,Mast cells,SPRED1
3899,Mast cells,SMPX
3900,Mast cells,SGCE
3901,Mast cells,ROR1
3902,Mast cells,RNF180
3903,Mast cells,RIOK2
3904,Mast cells,RBFOX1
3905,Mast cells,RAPGEF2
3906,Mast cells,PCDH7
3907,Mast cells,OPTN
3908,Mast cells,OAF
3909,Mast cells,NEO1
3910,Mast cells,NDST2
3911,Mast cells,MRGPRX1
3912,Mast cells,MFGE8
3913,Mast cells,LSAMP
3914,Mast cells,LRRC66
3915,Mast cells,KDELR3
3916,Mast cells,IDS
3917,Mast cells,HSPA13
3918,Mast cells,HS2ST1
3919,Mast cells,GPM6A
3920,Mast cells,GNAZ
3921,Mast cells,FAM84A
3922,Mast cells,FAM129B
3923,Mast cells,EXT1
3924,Mast cells,ESYT3
3925,Mast cells,ENAH
3926,Mast cells,DGKI
3927,Mast cells,DDC
3928,Mast cells,DCLK3
3929,Megakaryocyte,LAT
3930,Megakaryocyte,EPOR
3931,Megakaryocyte,GP5
3932,Megakaryocyte,CXCR1
3933,Megakaryocyte,SLAMF1
3934,Megakaryocyte,PDE6B
3935,Megakaryocyte,MATK
3936,Megakaryocyte,MKL2
3937,Megakaryocyte,KIF5B
3938,Megakaryocyte,PROX1
3939,Megakaryocyte,SYP
3940,Megakaryocyte,TSPAN9
3941,Megakaryocyte,RGS18
3942,Megakaryocyte,TREML1
3943,Megakaryocyte,ALOX12
3944,Megakaryocyte,NFATC1
3945,Megakaryocyte,PLK3
3946,Megakaryocyte,MAFG
3947,Megakaryocyte,TGFB1
3948,Megakaryocyte,GP9
3949,Monocyte,TET2
3950,Monocyte,DYSF
3951,Monocyte,PADI4
3952,Monocyte,GHSR
3953,Monocyte,AR
3954,Monocyte,ADA2
3955,Monocyte,ACE
3956,Monocyte,ACP5
3957,Monocyte,PLSCR1
3958,Monocyte,MX1
3959,Monocyte,ZFP36L2
3960,Monocyte,CEBPB
3961,Monocyte,RGS2
3962,Monocyte,SPI1
3963,Monocyte,PYCARD
3964,Natural killer T cells,IL12RB2
3965,Natural killer T cells,KLRB1
3966,Natural killer T cells,RORA
3967,Natural killer T cells,EGR1
3968,Natural killer T cells,MAP3K8
3969,Natural killer T cells,IL2RB
3970,Natural killer T cells,ZBTB16
3971,Natural killer T cells,TBX21
3972,Natural killer T cells,GATA3
3973,Natural killer T cells,S1PR1
3974,Natural killer T cells,STYK1
3975,Neutrophil,MYLK
3976,Neutrophil,CRP
3977,Neutrophil,DEFA1
3978,Neutrophil,DEFA3
3979,Neutrophil,HP
3980,Neutrophil,MMP8
3981,Neutrophil,OSM
3982,Neutrophil,CLEC4E
3983,Neutrophil,ASPRV1
3984,Neutrophil,CCRL2
3985,Neutrophil,ARG2
3986,Neutrophil,IL1R2
3987,Neutrophil,CD177
3988,Neutrophil,PTGS2
